Delivery Date,Delivery Hour,Settlement Point Name,Average Hourly Price
2025-01-03,5,HB_SOUTH,22.6475
2025-01-03,5,HB_WEST,19.7425
2025-01-03,6,HB_HOUSTON,22.33
2025-01-03,6,HB_NORTH,21.78
2025-01-03,6,HB_PAN,21.0875
2025-01-03,6,HB_SOUTH,22.885
2025-01-03,6,HB_WEST,20.737499999999997
2025-01-03,7,HB_HOUSTON,24.1075
2025-01-03,7,HB_NORTH,23.9275
2025-01-03,7,HB_PAN,23.6975
2025-01-03,7,HB_SOUTH,24.2925
2025-01-03,7,HB_WEST,23.5825
2025-01-03,8,HB_HOUSTON,24.560000000000002
2025-01-03,8,HB_NORTH,24.5925
2025-01-03,8,HB_PAN,24.6175
2025-01-03,8,HB_SOUTH,24.53
2025-01-03,8,HB_WEST,24.630000000000003
2025-01-03,9,HB_HOUSTON,24.6675
2025-01-03,9,HB_NORTH,24.6675
2025-01-03,9,HB_PAN,24.67
2025-01-03,9,HB_SOUTH,24.665
2025-01-03,9,HB_WEST,24.67
2025-01-03,10,HB_HOUSTON,21.6075
2025-01-03,10,HB_NORTH,21.6725
2025-01-03,10,HB_PAN,21.682499999999997
2025-01-03,10,HB_SOUTH,21.7475
2025-01-03,10,HB_WEST,21.6875
2025-01-03,11,HB_HOUSTON,22.36
2025-01-03,11,HB_NORTH,22.38
2025-01-03,11,HB_PAN,22.3825
2025-01-03,11,HB_SOUTH,22.4
2025-01-03,11,HB_WEST,22.3825
2025-01-03,12,HB_HOUSTON,22.905
2025-01-03,12,HB_NORTH,22.9625
2025-01-03,12,HB_PAN,22.97
2025-01-03,12,HB_SOUTH,23.0325
2025-01-03,12,HB_WEST,22.975
2025-01-03,13,HB_HOUSTON,21.685
2025-01-03,13,HB_NORTH,21.685
2025-01-03,13,HB_PAN,21.685
2025-01-03,13,HB_SOUTH,21.685
2025-01-03,13,HB_WEST,21.685
2025-01-03,14,HB_HOUSTON,19.6775
2025-01-03,14,HB_NORTH,19.7075
2025-01-03,14,HB_PAN,19.71
2025-01-03,14,HB_SOUTH,19.74
2025-01-03,14,HB_WEST,19.7125
2025-01-03,15,HB_HOUSTON,18.9575
2025-01-03,15,HB_NORTH,19.0125
2025-01-03,15,HB_PAN,3.9575
2025-01-03,15,HB_SOUTH,19.075
2025-01-03,15,HB_WEST,19.025
2025-01-03,16,HB_HOUSTON,16.505000000000003
2025-01-03,16,HB_NORTH,16.505000000000003
2025-01-03,16,HB_PAN,-0.06000000000000001
2025-01-03,16,HB_SOUTH,16.505000000000003
2025-01-03,16,HB_WEST,16.505000000000003
2025-01-03,17,HB_HOUSTON,26.625
2025-01-03,17,HB_NORTH,26.695
2025-01-03,17,HB_PAN,14.879999999999999
2025-01-03,17,HB_SOUTH,26.78
2025-01-03,17,HB_WEST,26.71
2025-01-03,18,HB_HOUSTON,37.072500000000005
2025-01-03,18,HB_NORTH,37.075
2025-01-03,18,HB_PAN,37.075
2025-01-03,18,HB_SOUTH,37.0775
2025-01-03,18,HB_WEST,37.075
2025-01-03,19,HB_HOUSTON,34.4825
2025-01-03,19,HB_NORTH,34.4825
2025-01-03,19,HB_PAN,34.4825
2025-01-03,19,HB_SOUTH,34.4825
2025-01-03,19,HB_WEST,34.4825
2025-01-03,20,HB_HOUSTON,30.9725
2025-01-03,20,HB_NORTH,30.9725
2025-01-03,20,HB_PAN,30.9725
2025-01-03,20,HB_SOUTH,30.9725
2025-01-03,20,HB_WEST,30.9725
2025-01-03,21,HB_HOUSTON,22.4375
2025-01-03,21,HB_NORTH,22.5125
2025-01-03,21,HB_PAN,22.5225
2025-01-03,21,HB_SOUTH,22.605
2025-01-03,21,HB_WEST,22.5275
2025-01-03,22,HB_HOUSTON,20.285
2025-01-03,22,HB_NORTH,20.627499999999998
2025-01-03,22,HB_PAN,20.677500000000002
2025-01-03,22,HB_SOUTH,21.04
2025-01-03,22,HB_WEST,20.7025
2025-01-03,23,HB_HOUSTON,20.2325
2025-01-03,23,HB_NORTH,20.56
2025-01-03,23,HB_PAN,20.6075
2025-01-03,23,HB_SOUTH,20.9575
2025-01-03,23,HB_WEST,20.6325
2025-01-03,24,HB_HOUSTON,18.6375
2025-01-03,24,HB_NORTH,18.8875
2025-01-03,24,HB_PAN,19.305
2025-01-03,24,HB_SOUTH,19.08
2025-01-03,24,HB_WEST,22.0025
2025-01-04,1,HB_HOUSTON,15.61
2025-01-04,1,HB_NORTH,15.985000000000001
2025-01-04,1,HB_PAN,17.16
2025-01-04,1,HB_SOUTH,16.1025
2025-01-04,1,HB_WEST,25.03
2025-01-04,2,HB_HOUSTON,16.1625
2025-01-04,2,HB_NORTH,16.28
2025-01-04,2,HB_PAN,17.43
2025-01-04,2,HB_SOUTH,16.075
2025-01-04,2,HB_WEST,25.369999999999997
2025-01-04,3,HB_HOUSTON,15.0
2025-01-04,3,HB_NORTH,15.115
2025-01-04,3,HB_PAN,16.2525
2025-01-04,3,HB_SOUTH,14.91
2025-01-04,3,HB_WEST,24.135
2025-01-04,4,HB_HOUSTON,15.5825
2025-01-04,4,HB_NORTH,15.7
2025-01-04,4,HB_PAN,16.855
2025-01-04,4,HB_SOUTH,15.49
2025-01-04,4,HB_WEST,24.87
2025-01-04,5,HB_HOUSTON,15.75
2025-01-04,5,HB_NORTH,15.8675
2025-01-04,5,HB_PAN,17.0275
2025-01-04,5,HB_SOUTH,15.657499999999999
2025-01-04,5,HB_WEST,25.0675
2025-01-04,6,HB_HOUSTON,17.5375
2025-01-04,6,HB_NORTH,17.6625
2025-01-04,6,HB_PAN,18.91
2025-01-04,6,HB_SOUTH,17.4375
2025-01-04,6,HB_WEST,27.5375
2025-01-04,7,HB_HOUSTON,18.5775
2025-01-04,7,HB_NORTH,18.7075
2025-01-04,7,HB_PAN,20.005
2025-01-04,7,HB_SOUTH,18.4775
2025-01-04,7,HB_WEST,28.9525
2025-01-04,8,HB_HOUSTON,16.2
2025-01-04,8,HB_NORTH,16.3175
2025-01-04,8,HB_PAN,17.490000000000002
2025-01-04,8,HB_SOUTH,16.1075
2025-01-04,8,HB_WEST,25.6025
2025-01-04,9,HB_HOUSTON,16.7625
2025-01-04,9,HB_NORTH,16.805
2025-01-04,9,HB_PAN,17.2375
2025-01-04,9,HB_SOUTH,16.73
2025-01-04,9,HB_WEST,20.215
2025-01-04,10,HB_HOUSTON,4.63
2025-01-04,10,HB_NORTH,4.255
2025-01-04,10,HB_PAN,3.93
2025-01-04,10,HB_SOUTH,4.9725
2025-01-04,10,HB_WEST,3.75
2025-01-04,11,HB_HOUSTON,0.06500000000000002
2025-01-04,11,HB_NORTH,-0.05500000000000001
2025-01-04,11,HB_PAN,-0.1575
2025-01-04,11,HB_SOUTH,0.16999999999999998
2025-01-04,11,HB_WEST,-0.21750000000000003
2025-01-04,12,HB_HOUSTON,-2.72
2025-01-04,12,HB_NORTH,-2.7325
2025-01-04,12,HB_PAN,-2.7225
2025-01-04,12,HB_SOUTH,-2.73
2025-01-04,12,HB_WEST,-2.5675
2025-01-04,13,HB_HOUSTON,-4.4
2025-01-04,13,HB_NORTH,-4.39
2025-01-04,13,HB_PAN,-4.325
2025-01-04,13,HB_SOUTH,-4.4825
2025-01-04,13,HB_WEST,-3.89
2025-01-04,14,HB_HOUSTON,-12.935
2025-01-04,14,HB_NORTH,-12.875
2025-01-04,14,HB_PAN,-12.535
2025-01-04,14,HB_SOUTH,-13.3125
2025-01-04,14,HB_WEST,-10.1975
2025-01-04,15,HB_HOUSTON,-16.2225
2025-01-04,15,HB_NORTH,-16.145
2025-01-04,15,HB_PAN,-15.695
2025-01-04,15,HB_SOUTH,-16.825
2025-01-04,15,HB_WEST,-12.625
2025-01-04,16,HB_HOUSTON,-18.17
2025-01-04,16,HB_NORTH,-18.085
2025-01-04,16,HB_PAN,-17.5975
2025-01-04,16,HB_SOUTH,-18.744999999999997
2025-01-04,16,HB_WEST,-14.2675
2025-01-04,17,HB_HOUSTON,-9.5825
2025-01-04,17,HB_NORTH,-9.45
2025-01-04,17,HB_PAN,-9.137500000000001
2025-01-04,17,HB_SOUTH,-10.850000000000001
2025-01-04,17,HB_WEST,-7.18
2025-01-04,18,HB_HOUSTON,0.9525
2025-01-04,18,HB_NORTH,1.1775
2025-01-04,18,HB_PAN,-0.48249999999999993
2025-01-04,18,HB_SOUTH,0.29000000000000004
2025-01-04,18,HB_WEST,4.8575
2025-01-04,19,HB_HOUSTON,2.75
2025-01-04,19,HB_NORTH,3.0225
2025-01-04,19,HB_PAN,-1.3625
2025-01-04,19,HB_SOUTH,1.9025
2025-01-04,19,HB_WEST,5.385
2025-01-04,20,HB_HOUSTON,-1.255
2025-01-04,20,HB_NORTH,-0.9924999999999999
2025-01-04,20,HB_PAN,-2.1225
2025-01-04,20,HB_SOUTH,-1.8725
2025-01-04,20,HB_WEST,3.02
2025-01-04,21,HB_HOUSTON,-3.3825000000000003
2025-01-04,21,HB_NORTH,-2.9675000000000002
2025-01-04,21,HB_PAN,-2.2375
2025-01-04,21,HB_SOUTH,-4.4325
2025-01-04,21,HB_WEST,3.4450000000000003
2025-01-04,22,HB_HOUSTON,-4.362500000000001
2025-01-04,22,HB_NORTH,-4.1525
2025-01-04,22,HB_PAN,-3.4
2025-01-04,22,HB_SOUTH,-4.795
2025-01-04,22,HB_WEST,1.52
2025-01-04,23,HB_HOUSTON,-17.885
2025-01-04,23,HB_NORTH,-17.759999999999998
2025-01-04,23,HB_PAN,-17.6575
2025-01-04,23,HB_SOUTH,-18.2675
2025-01-04,23,HB_WEST,-12.8975
2025-01-04,24,HB_HOUSTON,-29.372500000000002
2025-01-04,24,HB_NORTH,-29.3975
2025-01-04,24,HB_PAN,-29.5425
2025-01-04,24,HB_SOUTH,-29.3975
2025-01-04,24,HB_WEST,-27.5425
2025-01-05,1,HB_HOUSTON,-31.79
2025-01-05,1,HB_NORTH,-31.7525
2025-01-05,1,HB_PAN,-31.605
2025-01-05,1,HB_SOUTH,-31.85
2025-01-05,1,HB_WEST,-30.625
2025-01-05,2,HB_HOUSTON,-31.927500000000002
2025-01-05,2,HB_NORTH,-31.8475
2025-01-05,2,HB_PAN,-31.7175
2025-01-05,2,HB_SOUTH,-32.125
2025-01-05,2,HB_WEST,-29.835
2025-01-05,3,HB_HOUSTON,-32.2175
2025-01-05,3,HB_NORTH,-32.42
2025-01-05,3,HB_PAN,-32.0375
2025-01-05,3,HB_SOUTH,-32.125
2025-01-05,3,HB_WEST,-23.085
2025-01-05,4,HB_HOUSTON,-31.5775
2025-01-05,4,HB_NORTH,-32.1825
2025-01-05,4,HB_PAN,-31.1925
2025-01-05,4,HB_SOUTH,-31.15
2025-01-05,4,HB_WEST,-17.1675
2025-01-05,5,HB_HOUSTON,-31.4875
2025-01-05,5,HB_NORTH,-31.634999999999998
2025-01-05,5,HB_PAN,-31.5625
2025-01-05,5,HB_SOUTH,-31.5375
2025-01-05,5,HB_WEST,-27.2075
2025-01-05,6,HB_HOUSTON,-31.845
2025-01-05,6,HB_NORTH,-31.715
2025-01-05,6,HB_PAN,-31.575
2025-01-05,6,HB_SOUTH,-32.1325
2025-01-05,6,HB_WEST,-30.0575
2025-01-05,7,HB_HOUSTON,-28.0675
2025-01-05,7,HB_NORTH,-27.884999999999998
2025-01-05,7,HB_PAN,-27.8875
2025-01-05,7,HB_SOUTH,-28.515
2025-01-05,7,HB_WEST,-20.1175
2025-01-05,8,HB_HOUSTON,-25.165
2025-01-05,8,HB_NORTH,-25.112499999999997
2025-01-05,8,HB_PAN,-26.0
2025-01-05,8,HB_SOUTH,-25.63
2025-01-05,8,HB_WEST,-18.9775
2025-01-05,9,HB_HOUSTON,-22.3975
2025-01-05,9,HB_NORTH,-22.485
2025-01-05,9,HB_PAN,-24.119999999999997
2025-01-05,9,HB_SOUTH,-22.8075
2025-01-05,9,HB_WEST,-15.65
2025-01-05,10,HB_HOUSTON,-27.785
2025-01-05,10,HB_NORTH,-27.8475
2025-01-05,10,HB_PAN,-28.822499999999998
2025-01-05,10,HB_SOUTH,-27.9975
2025-01-05,10,HB_WEST,-24.302500000000002
2025-01-05,11,HB_HOUSTON,-26.697499999999998
2025-01-05,11,HB_NORTH,-27.07
2025-01-05,11,HB_PAN,-28.54
2025-01-05,11,HB_SOUTH,-26.335
2025-01-05,11,HB_WEST,-22.7825
2025-01-05,12,HB_HOUSTON,-21.8325
2025-01-05,12,HB_NORTH,-22.41
2025-01-05,12,HB_PAN,-24.905
2025-01-05,12,HB_SOUTH,-21.7025
2025-01-05,12,HB_WEST,-16.990000000000002
2025-01-05,13,HB_HOUSTON,-10.4975
2025-01-05,13,HB_NORTH,-10.975
2025-01-05,13,HB_PAN,-13.105
2025-01-05,13,HB_SOUTH,-10.275
2025-01-05,13,HB_WEST,-8.3275
2025-01-05,14,HB_HOUSTON,-6.4975
2025-01-05,14,HB_NORTH,-6.7825
2025-01-05,14,HB_PAN,-8.067499999999999
2025-01-05,14,HB_SOUTH,-6.345
2025-01-05,14,HB_WEST,-5.21
2025-01-05,15,HB_HOUSTON,-10.36
2025-01-05,15,HB_NORTH,-10.962499999999999
2025-01-05,15,HB_PAN,-13.635000000000002
2025-01-05,15,HB_SOUTH,-9.795
2025-01-05,15,HB_WEST,-7.9375
2025-01-05,16,HB_HOUSTON,-17.5325
2025-01-05,16,HB_NORTH,-18.65
2025-01-05,16,HB_PAN,-23.7025
2025-01-05,16,HB_SOUTH,-16.4725
2025-01-05,16,HB_WEST,-13.3325
2025-01-05,17,HB_HOUSTON,-7.01
2025-01-05,17,HB_NORTH,-7.2675
2025-01-05,17,HB_PAN,-8.475
2025-01-05,17,HB_SOUTH,-6.775
2025-01-05,17,HB_WEST,-6.135
2025-01-05,18,HB_HOUSTON,14.49
2025-01-05,18,HB_NORTH,14.63
2025-01-05,18,HB_PAN,8.817499999999999
2025-01-05,18,HB_SOUTH,14.3125
2025-01-05,18,HB_WEST,8.82
2025-01-05,19,HB_HOUSTON,19.9525
2025-01-05,19,HB_NORTH,20.405
2025-01-05,19,HB_PAN,19.2125
2025-01-05,19,HB_SOUTH,19.63
2025-01-05,19,HB_WEST,18.3525
2025-01-05,20,HB_HOUSTON,19.6325
2025-01-05,20,HB_NORTH,19.95
2025-01-05,20,HB_PAN,18.285
2025-01-05,20,HB_SOUTH,19.4625
2025-01-05,20,HB_WEST,17.13
2025-01-05,21,HB_HOUSTON,17.13
2025-01-05,21,HB_NORTH,18.752499999999998
2025-01-05,21,HB_PAN,16.9525
2025-01-05,21,HB_SOUTH,15.81
2025-01-05,21,HB_WEST,16.01
2025-01-05,22,HB_HOUSTON,15.5125
2025-01-05,22,HB_NORTH,16.9725
2025-01-05,22,HB_PAN,16.2675
2025-01-05,22,HB_SOUTH,13.5425
2025-01-05,22,HB_WEST,16.5975
2025-01-05,23,HB_HOUSTON,18.1125
2025-01-05,23,HB_NORTH,20.427500000000002
2025-01-05,23,HB_PAN,20.0775
2025-01-05,23,HB_SOUTH,14.0375
2025-01-05,23,HB_WEST,19.982499999999998
2025-01-05,24,HB_HOUSTON,17.9925
2025-01-05,24,HB_NORTH,19.9675
2025-01-05,24,HB_PAN,20.2825
2025-01-05,24,HB_SOUTH,14.105
2025-01-05,24,HB_WEST,20.37
2025-01-06,1,HB_HOUSTON,18.5275
2025-01-06,1,HB_NORTH,20.985
2025-01-06,1,HB_PAN,23.5475
2025-01-06,1,HB_SOUTH,14.2475
2025-01-06,1,HB_WEST,25.5275
2025-01-06,2,HB_HOUSTON,18.822499999999998
2025-01-06,2,HB_NORTH,21.395
2025-01-06,2,HB_PAN,24.35
2025-01-06,2,HB_SOUTH,14.41
2025-01-06,2,HB_WEST,26.705
2025-01-06,3,HB_HOUSTON,20.05
2025-01-06,3,HB_NORTH,22.77
2025-01-06,3,HB_PAN,26.315
2025-01-06,3,HB_SOUTH,15.41
2025-01-06,3,HB_WEST,29.1425
2025-01-06,4,HB_HOUSTON,20.4775
2025-01-06,4,HB_NORTH,23.57
2025-01-06,4,HB_PAN,28.1725
